source,title,url,author,publish_time,hash,category,excerpt,scraped_at
TechCrunch,SCOTUS porn ruling opens door to sweeping internet age verification,https://techcrunch.com/2025/06/27/scotus-porn-ruling-opens-door-to-sweeping-internet-age-verification/,Amanda Silberling,2025-06-27 08:36,bf9d760dcc72c768eab9f73df03ef478,,,2025-06-30 20:58:37
TechCrunch,Denmark clamps down on deepfakes by letting people copyright their own features,https://techcrunch.com/2025/06/27/denmark-clamps-down-on-deepfakes-by-letting-people-copyright-their-own-features/,Rebecca Bellan,2025-06-27 07:58,1bbe137a197624af700be4d97749ca27,,,2025-06-30 20:58:37
TechCrunch,David H. Rosmarin brings a founder-focused approach to anxiety at TechCrunch All Stage,https://techcrunch.com/2025/06/27/david-h-rosmarin-brings-a-founder-focused-approach-to-anxiety-at-techcrunch-all-stage/,TechCrunch Events,2025-06-27 07:00,2037458f52f3268934d91e973a11e985,,,2025-06-30 20:58:37
TechCrunch,Rollback rates: TechCrunch All Stage brings back early launch prices for a limited time,https://techcrunch.com/2025/06/27/rollback-rates-techcrunch-all-stage-brings-back-early-launch-prices-for-a-limited-time/,TechCrunch Events,2025-06-27 07:00,a6bcccbb89ebe55931f1b57a630dc3f0,,,2025-06-30 20:58:37
TechCrunch,"German data protection official wants Apple, Google to remove DeepSeek from the country’s app stores",https://techcrunch.com/2025/06/27/germany-tells-apple-google-to-remove-deepseek-from-the-countrys-app-stores/,Ram Iyer,2025-06-27 05:07,79839ed4b5c94367347757b3ae8ea855,,,2025-06-30 20:58:37
TechCrunch,OpenAI hires team behind AI recommendation startup Crossing Minds,https://techcrunch.com/2025/06/27/openai-hires-team-behind-ai-recommendation-startup-crossing-minds/,Ivan Mehta,2025-06-27 04:25,edcd9be2e2d13539a910a0aa69d0a263,,,2025-06-30 20:58:37
TechCrunch,Meta in talks to acquire voice-cloning startup Play AI,https://techcrunch.com/2025/06/27/meta-in-talks-to-acquire-voice-cloning-startup-play-ai/,Ivan Mehta,2025-06-27 03:38,0b99dce3187916e3da6c0171609aefa8,,,2025-06-30 20:58:37
TechCrunch,Redwood Materials launches energy storage business and its first target is AI data centers,https://techcrunch.com/2025/06/26/redwood-materials-launches-energy-storage-business-and-its-first-target-is-ai-data-centers/,Kirsten Korosec,2025-06-26 20:36,ff71051c39e4e620821e55728970da0a,,,2025-06-30 20:58:37
TechCrunch,"This AI-powered startup studio plans to launch 100,000 companies a year — really",https://techcrunch.com/2025/06/26/this-ai-powered-startup-studio-plans-to-launch-100000-companies-a-year-really/,Connie Loizos,2025-06-26 18:59,c9aba5fb296fe1cb037a97ae173f8650,,,2025-06-30 20:58:37
TechCrunch,"At TechCrunch All Stage, Jahanvi Sardana shares how top startups reshape markets",https://techcrunch.com/2025/06/26/new-session-at-techcrunch-all-stage-jahanvi-sardana-on-how-top-startups-reshape-markets/,TechCrunch Events,2025-06-26 15:44,61a8e051e31cfe89001013866d07d4b3,,,2025-06-30 20:58:37
TechCrunch,"Google launches Doppl, a new app that lets you visualize how an outfit might look on you",https://techcrunch.com/2025/06/26/google-launches-doppl-a-new-app-that-lets-you-visualize-how-an-outfit-might-look-on-you/,Aisha Malik,2025-06-26 14:19,7a2fec9d390019901cdb6df599866a4b,,,2025-06-30 20:58:37
TechCrunch,Anthropic’s Claude AI became a terrible business owner in experiment that got ‘weird’,https://techcrunch.com/2025/06/28/anthropics-claude-ai-became-a-terrible-business-owner-in-experiment-that-got-weird/,Julie Bort,Unknown,ea55074a669a5f2770475f0fe12a7482,,,2025-06-30 20:58:37
TechCrunch,"This AI-powered startup studio plans to launch 100,000 companies a year — really",https://techcrunch.com/2025/06/26/this-ai-powered-startup-studio-plans-to-launch-100000-companies-a-year-really/,Connie Loizos,Unknown,c9aba5fb296fe1cb037a97ae173f8650,,,2025-06-30 20:58:37
TechCrunch,"Google launches Doppl, a new app that lets you visualize how an outfit might look on you",https://techcrunch.com/2025/06/26/google-launches-doppl-a-new-app-that-lets-you-visualize-how-an-outfit-might-look-on-you/,Aisha Malik,Unknown,7a2fec9d390019901cdb6df599866a4b,,,2025-06-30 20:58:37
TechCrunch,"In just 3 months, CoreWeave CEO, once a crypto-mining bro, becomes a deca-billionaire",https://techcrunch.com/2025/06/26/in-just-3-months-coreweave-ceo-once-a-crypto-mining-bro-becomes-a-deca-billionaire/,Julie Bort,Unknown,4260d39cbaccb69afeb0155c70f043ff,,,2025-06-30 20:58:37
TechCrunch,Meta hires key OpenAI researcher to work on AI reasoning models,https://techcrunch.com/2025/06/26/meta-hires-key-openai-researcher-to-work-on-ai-reasoning-models/,Maxwell Zeff,Unknown,302e9687b6f069a35312ca46b69d3530,,,2025-06-30 20:58:37
TechCrunch,Sam Altman comes out swinging at The New York Times,https://techcrunch.com/2025/06/25/sam-altman-comes-out-swinging-at-the-new-york-times/,Maxwell Zeff,Unknown,a283922bcc19b801c3e30a57041ebeeb,,,2025-06-30 20:58:37
TechCrunch,iPhone customers upset by Apple Wallet ad pushing ‘F1’ movie,https://techcrunch.com/2025/06/24/iphone-customers-upset-by-apple-wallet-ad-pushing-f1-movie/,Sarah Perez,Unknown,4b226141f702b6836fce4c759f930b36,,,2025-06-30 20:58:37
TechCrunch,"Why a16z VC believes that Cluely, the ‘cheat on everything’ startup, is the new blueprint for AI startups",https://techcrunch.com/2025/06/26/why-a16z-vc-believes-that-cluely-the-cheat-on-everything-startup-is-the-new-blueprint-for-ai-startups/,Marina Temkin,2025-06-26 14:06,decca6ad8c944c6eafd7d5771bb75566,,,2025-06-30 20:58:42
TechCrunch,TechCrunch All Stage: Learn how AI can supercharge your MVPs with Chris Gardner,https://techcrunch.com/2025/06/26/techcrunch-all-stage-learn-how-ai-can-supercharge-your-mvps-with-chris-gardner/,TechCrunch Events,2025-06-26 14:00,a1f14aa25a5eae127ba24253f1b37f75,,,2025-06-30 20:58:42
TechCrunch,Apple updates the rules for its EU App Store by adding more complicated fees,https://techcrunch.com/2025/06/26/apple-updates-the-rules-for-its-eu-app-store-by-adding-more-complicated-fees/,Sarah Perez,2025-06-26 13:38,e1166e3fb8d79bb97951497c86c4c142,,,2025-06-30 20:58:42
TechCrunch,Travis Kalanick is trying to buy Pony AI — and Uber might help,https://techcrunch.com/2025/06/26/travis-kalanick-is-trying-to-buy-pony-ai-and-uber-might-help/,Sean O'Kane,2025-06-26 13:10,836c79986d08302f018e91e075263c4b,,,2025-06-30 20:58:42
TechCrunch,Windows killed the Blue Screen of Death,https://techcrunch.com/2025/06/26/windows-killed-the-blue-screen-of-death/,Amanda Silberling,2025-06-26 13:01,ceaaf6ad24440b9749c2ba371e786dd6,,,2025-06-30 20:58:42
TechCrunch,"In just 3 months, CoreWeave CEO, once a crypto-mining bro, becomes a deca-billionaire",https://techcrunch.com/2025/06/26/in-just-3-months-coreweave-ceo-once-a-crypto-mining-bro-becomes-a-deca-billionaire/,Julie Bort,2025-06-26 11:12,4260d39cbaccb69afeb0155c70f043ff,,,2025-06-30 20:58:42
TechCrunch,"Threads now lets you manage Hidden Words separately from Instagram, set time limits",https://techcrunch.com/2025/06/26/threads-now-lets-you-manage-hidden-words-separately-from-instagram-set-time-limits/,Aisha Malik,2025-06-26 10:57,7f436ea011607bf7fb92ba200637bc5a,,,2025-06-30 20:58:42
TechCrunch,Google Photos merges classic search with AI to speed up results,https://techcrunch.com/2025/06/26/google-photos-merges-classic-search-with-ai-to-speed-up-results/,Sarah Perez,2025-06-26 10:55,444aec2fd8e33caf125e0920509386ad,,,2025-06-30 20:58:42
TechCrunch,Uber has Atlanta’s autonomous ride-hailing and delivery market on lock,https://techcrunch.com/2025/06/26/uber-has-atlantas-autonomous-ride-hailing-and-delivery-market-on-lock/,Rebecca Bellan,2025-06-26 10:10,a719eb47b4c925408df217b5eaeda864,,,2025-06-30 20:58:42
TechCrunch,Rivian cuts dozens on manufacturing team ahead of R2 launch,https://techcrunch.com/2025/06/26/rivian-cuts-dozens-on-manufacturing-team-ahead-of-r2-launch/,Sean O'Kane,2025-06-26 09:58,4169f8c2737778866de9a9216a9c6319,,,2025-06-30 20:58:42
TechCrunch,Elon Musk reportedly fires Tesla’s top sales exec,https://techcrunch.com/2025/06/26/elon-musk-reportedly-fires-teslas-top-sales-exec/,Sean O'Kane,2025-06-26 09:50,585416a5284478dd74e8f00d0fd12fc5,,,2025-06-30 20:58:42
TechCrunch,"US, French authorities confirm arrest of BreachForums hackers",https://techcrunch.com/2025/06/26/us-french-authorities-confirm-arrest-of-breachforums-hackers/,Lorenzo Franceschi-Bicchierai,2025-06-26 09:28,1367b445309e61b925ae5b2c179d5f7b,,,2025-06-30 20:58:42
TechCrunch,Homeland Security warns of Iran-backed cyberattacks targeting US networks,https://techcrunch.com/2025/06/26/homeland-security-warns-of-iran-backed-cyberattacks-targeting-us-networks/,Zack Whittaker,2025-06-26 09:20,7cce5411a48bfb9b57054598b06b7cb8,,,2025-06-30 20:58:42
TechCrunch,Meta hires key OpenAI researcher to work on AI reasoning models,https://techcrunch.com/2025/06/26/meta-hires-key-openai-researcher-to-work-on-ai-reasoning-models/,Maxwell Zeff,2025-06-26 09:13,302e9687b6f069a35312ca46b69d3530,,,2025-06-30 20:58:42
TechCrunch,"As AI kills search traffic, Google launches Offerwall to boost publisher revenue",https://techcrunch.com/2025/06/26/as-ai-kills-search-traffic-google-launches-offerwall-to-boost-publisher-revenue/,Sarah Perez,2025-06-26 09:04,5c5cebbdfde2ee29ebba26486710067b,,,2025-06-30 20:58:42
TechCrunch,Suno snaps up WavTool for its AI music editing tools amid ongoing dispute with music labels,https://techcrunch.com/2025/06/26/suno-snaps-up-wavtool-for-its-ai-music-editing-tools-amid-ongoing-dispute-with-music-labels/,Lauren Forristal,2025-06-26 08:30,be3b19853efc7e093a901bf2d5a6cdf7,,,2025-06-30 20:58:42
TechCrunch,Jeff Bezos is reportedly courting Trump after public spat with Musk,https://techcrunch.com/2025/06/26/jeff-bezos-is-reportedly-courting-trump-after-public-spat-with-musk/,Sean O'Kane,2025-06-26 07:35,5ab693c9b05f14a3a2005243b2aed214,,,2025-06-30 20:58:42
TechCrunch,People use AI for companionship much less than we’re led to believe,https://techcrunch.com/2025/06/26/people-use-ai-for-companionship-much-less-than-were-led-to-believe/,Ram Iyer,2025-06-26 07:21,e61067583210a352b1d3cd62b3409729,,,2025-06-30 20:58:42
TechCrunch,YouTube adds an AI Overviews-like search results carousel,https://techcrunch.com/2025/06/26/youtube-adds-an-ai-overviews-like-search-results-carousel/,Aisha Malik,2025-06-26 07:08,7abb524c97664ceda8cd761648018095,,,2025-06-30 20:58:42
TechCrunch,Jon McNeill brings the operator’s playbook to TechCrunch All Stage,https://techcrunch.com/2025/06/26/jon-mcneill-brings-the-operators-playbook-to-techcrunch-all-stage/,TechCrunch Events,2025-06-26 07:00,8336d7880cfe82bbd64e4482a24ee9c5,,,2025-06-30 20:58:42
TechCrunch,Spotify revamps its Discover Weekly playlist after 10 years,https://techcrunch.com/2025/06/30/spotify-will-revamp-its-discover-weekly-playlist-after-ten-years/,Amanda Silberling,Unknown,e94cb0ed0fb57c2da77994e37157fea3,,,2025-06-30 20:58:42
TechCrunch,Why AI will eat McKinsey’s lunch — but not today,https://techcrunch.com/2025/06/29/why-ai-will-eat-mckinseys-lunch-but-not-today/,Connie Loizos,Unknown,2867c6a90d4ac010cd2ccb9dea3c3a6f,,,2025-06-30 20:58:42
TechCrunch,OpenAI reportedly ‘recalibrating’ compensation in response to Meta hires,https://techcrunch.com/2025/06/29/openai-reportedly-recalibrating-compensation-in-response-to-meta-hires/,Anthony Ha,Unknown,e497a6a016fa646ad69858c4a97b09f0,,,2025-06-30 20:58:42
TechCrunch,Trump says he’s found a buyer for TikTok,https://techcrunch.com/2025/06/29/trump-says-hes-found-a-buyer-for-tiktok/,Anthony Ha,Unknown,557289af881e533931da6cbfedcb2392,,,2025-06-30 20:58:42
TechCrunch,"With ‘F1’, Apple finally has a theatrical hit",https://techcrunch.com/2025/06/29/with-f1-apple-finally-has-a-theatrical-hit/,Anthony Ha,Unknown,6fe2603d85210414bacc6a41e0edffd1,,,2025-06-30 20:58:42
TechCrunch,Authors call on publishers to limit their use of AI,https://techcrunch.com/2025/06/28/authors-call-on-publishers-to-limit-their-use-of-ai/,Anthony Ha,Unknown,4b74c4db6930e517ef9220eae3798153,,,2025-06-30 20:58:42
TechCrunch,Meta reportedly hires four more researchers from OpenAI,https://techcrunch.com/2025/06/28/meta-reportedly-hires-four-more-researchers-from-openai/,Anthony Ha,Unknown,ae81c7c10efb0208c5be9d42ce66b164,,,2025-06-30 20:58:42
TechCrunch,Meta’s recruiting blitz claims three OpenAI researchers,https://techcrunch.com/2025/06/25/metas-recruiting-blitz-claims-three-openai-researchers/,Connie Loizos,2025-06-25 21:50,8b254c3c84cfbe4a1cbbf31c1bb11159,,,2025-06-30 20:58:47
TechCrunch,Indian drone startup Raphe mPhibr raises $100M as military UAV demand soars,https://techcrunch.com/2025/06/25/indian-drone-startup-raphe-mphibr-raises-100m-as-military-uav-demand-soars/,Jagmeet Singh,2025-06-25 19:00,c55b9742d9781a20b82bf7c62296f3bd,,,2025-06-30 20:58:47
TechCrunch,Federal judge sides with Meta in lawsuit over training AI models on copyrighted books,https://techcrunch.com/2025/06/25/federal-judge-sides-with-meta-in-lawsuit-over-training-ai-models-on-copyrighted-books/,Maxwell Zeff,2025-06-25 16:40,6dd269e1e5ec5f2fe67a5a49bc25bbd2,,,2025-06-30 20:58:47
TechCrunch,Brad Feld on ‘Give First’ and the art of mentorship (at any age),https://techcrunch.com/2025/06/25/brad-feld-on-give-first-and-the-art-of-mentorship-at-any-age/,Connie Loizos,2025-06-25 16:31,9fa5e3422d77f4cad782f633ac1685ae,,,2025-06-30 20:58:47
TechCrunch,Sam Altman comes out swinging at The New York Times,https://techcrunch.com/2025/06/25/sam-altman-comes-out-swinging-at-the-new-york-times/,Maxwell Zeff,2025-06-25 13:54,a283922bcc19b801c3e30a57041ebeeb,,,2025-06-30 20:58:47
TechCrunch,Kalshi closes $185M round as rival Polymarket reportedly seeks $200M,https://techcrunch.com/2025/06/25/kalshi-closes-185m-round-as-rival-polymarket-reportedly-seeks-200m/,Julie Bort,2025-06-25 13:01,3b31fc34f853c64c9b2eb8b624f52eca,,,2025-06-30 20:58:47
TechCrunch,Air quality tests around xAI’s Memphis data center raise questions,https://techcrunch.com/2025/06/25/air-quality-tests-around-xais-memphis-data-center-raise-questions/,Tim De Chant,2025-06-25 11:42,482f6fa80b63e90daffc7c6d7e5ce583,,,2025-06-30 20:58:47
TechCrunch,"Creative Commons debuts CC signals, a framework for an open AI ecosystem",https://techcrunch.com/2025/06/25/creative-commons-debuts-cc-signals-a-framework-for-an-open-ai-ecosystem/,Sarah Perez,2025-06-25 11:02,93bceabe0405cd144b8598c61486aa51,,,2025-06-30 20:58:47
TechCrunch,Meta is adding AI-powered summaries to WhatsApp,https://techcrunch.com/2025/06/25/meta-is-adding-ai-powered-summaries-to-whatsapp/,Ivan Mehta,2025-06-25 10:56,22ab13b4527f7b29efc6a9a3862e0fc9,,,2025-06-30 20:58:47
TechCrunch,Rubrik acquires Predibase to accelerate adoption of AI agents,https://techcrunch.com/2025/06/25/rubrik-acquires-predibase-to-accelerate-adoption-of-ai-agents/,Rebecca Szkutak,2025-06-25 10:34,75dc0d505d1f42e8f89d7288dbec3777,,,2025-06-30 20:58:47
TechCrunch,How one biotech startup is betting on cows and winning over investors,https://techcrunch.com/podcast/how-one-biotech-startup-is-betting-on-cows-and-winning-over-investors/,Tim De Chant,2025-06-25 09:44,1efb148f8c44245339623ef093e474a6,,,2025-06-30 20:58:47
TechCrunch,"Getty drops key copyright claims against Stability AI, but UK lawsuit continues",https://techcrunch.com/2025/06/25/getty-drops-key-copyright-claims-against-stability-ai-but-uk-lawsuit-continues/,Rebecca Bellan,2025-06-25 09:34,d65d98f3ae6b45ddb4cadf5bd4813ad7,,,2025-06-30 20:58:47
TechCrunch,"Intel hits the brakes on its automotive business, and layoffs have started",https://techcrunch.com/2025/06/25/intel-hits-the-brakes-on-its-automotive-business-and-layoffs-have-started/,Kirsten Korosec,2025-06-25 09:26,2a7fc2500b5f6bcc36385e5a06e8b0e4,,,2025-06-30 20:58:47
TechCrunch,"Bernie Sanders says that if AI makes us so productive, we should get a 4-day workweek",https://techcrunch.com/2025/06/25/bernie-sanders-says-that-if-ai-makes-us-so-productive-we-should-get-a-4-day-work-week/,Amanda Silberling,2025-06-25 09:18,ff9a35e23ca9c5b253196e0ce45ad48e,,,2025-06-30 20:58:47
TechCrunch,Introducing the Going Public Stage at TechCrunch Disrupt 2025,https://techcrunch.com/2025/06/25/introducing-the-going-public-stage-at-techcrunch-disrupt-2025/,TechCrunch Events,2025-06-25 09:01,a0efc2e663f0c7e0a5b47a63c65398fe,,,2025-06-30 20:58:47
TechCrunch,"Better Auth, an authentication tool by a self-taught Ethiopian dev, raises $5M from Peak XV, YC",https://techcrunch.com/2025/06/25/this-self-taught-ethiopian-dev-built-an-authentication-tool-and-got-into-yc/,Tage Kene-Okafor,2025-06-25 09:00,6bc99fad643282288adb71fb1d740ad2,,,2025-06-30 20:58:47
TechCrunch,Sitch’s new dating app fuses human matchmaking and AI,https://techcrunch.com/2025/06/25/sitch-wants-to-fuse-human-personality-and-ai-for-matchmaking/,Ivan Mehta,2025-06-25 09:00,7dc9bd4e6f0e4314285d3596fd570fb0,,,2025-06-30 20:58:47
TechCrunch,Apple Sports app adds live tennis scores and a redesigned home screen,https://techcrunch.com/2025/06/25/apple-sports-app-adds-live-tennis-scores-and-a-redesigned-home-screen/,Aisha Malik,2025-06-25 08:36,a401bd1c769e65d42ecb33d1cc1e256a,,,2025-06-30 20:58:47
TechCrunch,Bill Gates-backed Airloom begins building its first power plant,https://techcrunch.com/2025/06/25/bill-gates-backed-airloom-begins-building-its-first-power-plant/,Tim De Chant,2025-06-25 08:10,341535e0a2347116ee3449a71a884832,,,2025-06-30 20:58:47
TechCrunch,Winning capital for your AI startup? Kleida Martiro is leading the conversation at TechCrunch All Stage,https://techcrunch.com/2025/06/25/winning-capital-for-your-ai-startup-kleida-martiro-is-leading-the-conversation-at-techcrunch-all-stage/,TechCrunch Events,2025-06-25 07:30,f997f63f3736ceb3174589f43492a29f,,,2025-06-30 20:58:47
TechCrunch,Spotify revamps its Discover Weekly playlist after 10 years,https://techcrunch.com/2025/06/30/spotify-will-revamp-its-discover-weekly-playlist-after-ten-years/,Amanda Silberling,Unknown,e94cb0ed0fb57c2da77994e37157fea3,,,2025-06-30 20:58:47
TechCrunch,Why AI will eat McKinsey’s lunch — but not today,https://techcrunch.com/2025/06/29/why-ai-will-eat-mckinseys-lunch-but-not-today/,Connie Loizos,Unknown,2867c6a90d4ac010cd2ccb9dea3c3a6f,,,2025-06-30 20:58:47
TechCrunch,OpenAI reportedly ‘recalibrating’ compensation in response to Meta hires,https://techcrunch.com/2025/06/29/openai-reportedly-recalibrating-compensation-in-response-to-meta-hires/,Anthony Ha,Unknown,e497a6a016fa646ad69858c4a97b09f0,,,2025-06-30 20:58:47
TechCrunch,Trump says he’s found a buyer for TikTok,https://techcrunch.com/2025/06/29/trump-says-hes-found-a-buyer-for-tiktok/,Anthony Ha,Unknown,557289af881e533931da6cbfedcb2392,,,2025-06-30 20:58:47
TechCrunch,"With ‘F1’, Apple finally has a theatrical hit",https://techcrunch.com/2025/06/29/with-f1-apple-finally-has-a-theatrical-hit/,Anthony Ha,Unknown,6fe2603d85210414bacc6a41e0edffd1,,,2025-06-30 20:58:47
TechCrunch,Authors call on publishers to limit their use of AI,https://techcrunch.com/2025/06/28/authors-call-on-publishers-to-limit-their-use-of-ai/,Anthony Ha,Unknown,4b74c4db6930e517ef9220eae3798153,,,2025-06-30 20:58:47
TechCrunch,Meta reportedly hires four more researchers from OpenAI,https://techcrunch.com/2025/06/28/meta-reportedly-hires-four-more-researchers-from-openai/,Anthony Ha,Unknown,ae81c7c10efb0208c5be9d42ce66b164,,,2025-06-30 20:58:47
TechCrunch,Bumble to lay off 30% of its workforce,https://techcrunch.com/2025/06/25/bumble-to-lay-off-30-of-its-workforce/,Aisha Malik,2025-06-25 07:17,1042ba6f4dcbc3ab865ba197de201a20,,,2025-06-30 20:58:53
TechCrunch,Nascent Materials emerges from stealth to make LFP batteries better and cheaper,https://techcrunch.com/2025/06/25/nascent-materials-emerges-from-stealth-to-make-lfp-batteries-better-and-cheaper/,Tim De Chant,2025-06-25 07:00,09d2b31173960c741cfee6d94d6bad8a,,,2025-06-30 20:58:53
TechCrunch,"Google unveils Gemini CLI, an open source AI tool for terminals",https://techcrunch.com/2025/06/25/google-unveils-gemini-cli-an-open-source-ai-tool-for-terminals/,Maxwell Zeff,2025-06-25 06:00,752bd3ae9dbf4931f1d769c18b965b93,,,2025-06-30 20:58:53
TechCrunch,Ring cameras and doorbells now use AI to provide specific descriptions of motion activity,https://techcrunch.com/2025/06/25/ring-cameras-and-doorbells-now-use-ai-to-provide-specific-descriptions-of-motion-activity/,Lauren Forristal,2025-06-25 06:00,3f6829effd1160c2e871cd5cce88e0ca,,,2025-06-30 20:58:53
TechCrunch,Kodiak is using Vay’s remote driving tech in its self-driving trucks,https://techcrunch.com/2025/06/25/kodiak-is-using-vays-remote-driving-tech-in-its-self-driving-trucks/,Kirsten Korosec,2025-06-25 05:50,caf8f6a9c0eeda3476c5ada80eff5a02,,,2025-06-30 20:58:53
TechCrunch,Julie Bornstein’s Daydream is releasing an AI-powered chatbot for fashion-related shopping,https://techcrunch.com/2025/06/25/julie-bornsteins-daydream-is-releasing-an-ai-powered-chatbot-for-fashion-related-shopping/,Ivan Mehta,2025-06-25 05:00,060da1ed30b3f6e7db17465eead6bd26,,,2025-06-30 20:58:53
TechCrunch,New space startup Lux Aeterna wants to make satellites reusable,https://techcrunch.com/2025/06/25/new-space-startup-lux-aeterna-wants-to-make-satellites-reusable/,Sean O'Kane,2025-06-25 05:00,8d513ece14028a42d757522019ba1035,,,2025-06-30 20:58:53
TechCrunch,How Synthflow AI is cutting through the noise in a loud AI voice category,https://techcrunch.com/2025/06/24/how-synthflow-ai-is-cutting-through-the-noise-in-a-loud-ai-voice-category/,Rebecca Szkutak,2025-06-24 16:01,cb1aae3265a9e2a55ba925b7ee4dc9b2,,,2025-06-30 20:58:53
TechCrunch,India’s GoKwik raised a small $13M round for a hefty leap in valuation,https://techcrunch.com/2025/06/24/indias-gokwik-raised-a-small-13m-round-for-a-hefty-leap-in-valuation/,Jagmeet Singh,2025-06-24 14:05,a2239eba04d95269c23426146890478e,,,2025-06-30 20:58:53
TechCrunch,New data highlights the race to build more empathetic language models,https://techcrunch.com/2025/06/24/new-data-highlights-the-race-to-build-more-empathetic-language-models/,Russell Brandom,2025-06-24 14:03,b1fd16395d62af9aa118699c83e9a0f3,,,2025-06-30 20:58:53
TechCrunch,Facebook Group admins complain of mass bans — Meta says it’s fixing the problem,https://techcrunch.com/2025/06/24/facebook-group-admins-complain-of-mass-bans-meta-says-its-fixing-the-problem/,Sarah Perez,2025-06-24 13:36,5fddffe2a53fd4b81c56b0a07380a404,,,2025-06-30 20:58:53
TechCrunch,"In just 4 months, AI medical scribe Abridge doubles valuation to $5.3B",https://techcrunch.com/2025/06/24/in-just-4-months-ai-medical-scribe-abridge-doubles-valuation-to-5-3b/,Marina Temkin,2025-06-24 13:16,2d089c80c71f97a0f295ac8cc89bbc3b,,,2025-06-30 20:58:53
TechCrunch,"The All-In Podcast’s $1,200 tequila has already sold out",https://techcrunch.com/2025/06/24/the-all-in-podcasts-1200-tequila-has-already-sold-out/,Julie Bort,2025-06-24 13:10,8c7622ef73acd674bdb9b42e99528f57,,,2025-06-30 20:58:53
TechCrunch,Katie Haun on the GENIUS Act and what it may mean for the future of crypto,https://techcrunch.com/podcast/katie-haun-on-the-genius-act-and-what-it-may-mean-for-the-future-of-crypto/,Maggie Stamets,2025-06-24 12:09,3d0d6c7aae4479d798bc34e0a4588785,,,2025-06-30 20:58:53
TechCrunch,iPhone customers upset by Apple Wallet ad pushing ‘F1’ movie,https://techcrunch.com/2025/06/24/iphone-customers-upset-by-apple-wallet-ad-pushing-f1-movie/,Sarah Perez,2025-06-24 10:27,4b226141f702b6836fce4c759f930b36,,,2025-06-30 20:58:53
TechCrunch,ElevenLabs releases a stand-alone voice-generation app,https://techcrunch.com/2025/06/24/elevenlabs-releases-a-standalone-voice-generation-app/,Ivan Mehta,2025-06-24 10:00,b06a2ccf0f92046df641cc255ef1dced,,,2025-06-30 20:58:53
TechCrunch,"Chrome for Android now lets you move the address bar to the bottom, too",https://techcrunch.com/2025/06/24/chrome-for-android-now-lets-you-move-the-address-bar-to-the-bottom-too/,Sarah Perez,2025-06-24 10:00,20e647a448b4f0f3a84640386ec35e65,,,2025-06-30 20:58:53
TechCrunch,Feds question Ford in hands-free driving investigation,https://techcrunch.com/2025/06/24/feds-question-ford-in-hands-free-driving-investigation/,Sean O'Kane,2025-06-24 09:32,852f2141507d9591b775d088d6fba456,,,2025-06-30 20:58:53
TechCrunch,Wispr Flow raises $30M from Menlo Ventures for its AI-powered dictation app,https://techcrunch.com/2025/06/24/wispr-flow-raises-30m-from-menlo-ventures-for-its-ai-powered-dictation-app/,Ivan Mehta,2025-06-24 09:00,a20e4d4720ee58827db53c0fe880ea88,,,2025-06-30 20:58:53
TechCrunch,"At TechCrunch Disrupt 2025, Medha Agarwal, Jyoti Bansal, and Jennifer Neundorfer discuss what makes a pitch land",https://techcrunch.com/2025/06/24/at-techcrunch-disrupt-2025-medha-agarwal-jyoti-bansal-and-jennifer-neundorfer-discuss-what-makes-a-pitch-land/,TechCrunch Events,2025-06-24 09:00,b46ad9151ce448105fb8f6a74345f061,,,2025-06-30 20:58:53
TechCrunch,Spotify revamps its Discover Weekly playlist after 10 years,https://techcrunch.com/2025/06/30/spotify-will-revamp-its-discover-weekly-playlist-after-ten-years/,Amanda Silberling,Unknown,e94cb0ed0fb57c2da77994e37157fea3,,,2025-06-30 20:58:53
TechCrunch,Why AI will eat McKinsey’s lunch — but not today,https://techcrunch.com/2025/06/29/why-ai-will-eat-mckinseys-lunch-but-not-today/,Connie Loizos,Unknown,2867c6a90d4ac010cd2ccb9dea3c3a6f,,,2025-06-30 20:58:53
TechCrunch,OpenAI reportedly ‘recalibrating’ compensation in response to Meta hires,https://techcrunch.com/2025/06/29/openai-reportedly-recalibrating-compensation-in-response-to-meta-hires/,Anthony Ha,Unknown,e497a6a016fa646ad69858c4a97b09f0,,,2025-06-30 20:58:53
TechCrunch,Trump says he’s found a buyer for TikTok,https://techcrunch.com/2025/06/29/trump-says-hes-found-a-buyer-for-tiktok/,Anthony Ha,Unknown,557289af881e533931da6cbfedcb2392,,,2025-06-30 20:58:53
TechCrunch,"With ‘F1’, Apple finally has a theatrical hit",https://techcrunch.com/2025/06/29/with-f1-apple-finally-has-a-theatrical-hit/,Anthony Ha,Unknown,6fe2603d85210414bacc6a41e0edffd1,,,2025-06-30 20:58:53
TechCrunch,Authors call on publishers to limit their use of AI,https://techcrunch.com/2025/06/28/authors-call-on-publishers-to-limit-their-use-of-ai/,Anthony Ha,Unknown,4b74c4db6930e517ef9220eae3798153,,,2025-06-30 20:58:53
TechCrunch,Meta reportedly hires four more researchers from OpenAI,https://techcrunch.com/2025/06/28/meta-reportedly-hires-four-more-researchers-from-openai/,Anthony Ha,Unknown,ae81c7c10efb0208c5be9d42ce66b164,,,2025-06-30 20:58:53
